map,cmd,stars,MWSC,Name,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
map,cmd,stars,0206,FSR_0620,,37.672,51.805,0.02,0.08,0.18,-2.09,1.12,,2200.0,0.57,8.84,1.36,12.19,1.84,,,Simbad
map,cmd,stars,0207,FSR_0569,,37.785,72.48,0.02,0.075,0.13,-1.66,1.13,,2375.0,1.312,8.375,3.03,8.31,0.6,,,Simbad
map,cmd,stars,0208,NGC_956,,37.995,44.58,0.02,0.075,0.14,0.98,0.07,,2613.0,0.354,9.1,1.06,9.9,0.96,dub,,Simbad
map,cmd,stars,0209,IC_1805,,38.182,61.455,0.045,0.15,0.27,-1.4,-2.23,-48.5,1700.0,0.799,7.25,1.88,12.91,21.14,,,Simbad
map,cmd,stars,0210,Czernik_8,,38.254,58.768,0.013,0.05,0.09,-0.6,-0.26,,1410.0,0.799,8.175,0.67,5.26,11.67,,,Simbad
map,cmd,stars,0211,NGC_957,,38.377,57.573,0.04,0.17,0.29,-1.01,1.39,-40.9,1900.0,0.631,7.25,2.01,14.73,6.6,,,Simbad
map,cmd,stars,0212,Czernik_9,,38.385,59.875,0.012,0.05,0.09,-2.62,-3.09,,1900.0,1.049,8.75,0.34,6.07,7.44,,,Simbad
map,cmd,stars,0213,Czernik_10,,38.475,60.18,0.02,0.045,0.09,-4.33,-2.86,,2500.0,1.349,8.502,0.66,7.34,14.81,dub,,Simbad
map,cmd,stars,0215,SAI_21,,38.707,62.588,0.015,0.06,0.09,-1.25,-2.1,,1900.0,0.65,8.95,0.66,5.81,8.78,,,Simbad
map,cmd,stars,0216,King_4,,39.022,59.025,0.015,0.09,0.18,-1.74,-0.09,-58.3,2801.0,0.895,8.205,0.82,12.7,2.63,,,Simbad
map,cmd,stars,0218,Czernik_11,n,39.144,59.634,0.02,0.06,0.13,-1.23,-3.11,,1500.0,0.999,8.555,0.48,5.44,7.89,,,Simbad
map,cmd,stars,0219,Trumpler_2,,39.367,55.95,0.07,0.2,0.44,0.78,-4.0,-27.5,670.0,0.321,7.925,5.78,7.2,12.74,,,Simbad
map,cmd,stars,0220,FSR_0611,r,39.382,56.405,0.018,0.075,0.165,2.09,-3.48,,1000.0,0.5,8.75,0.84,3.3,18.11,irc,,Simbad
map,cmd,stars,0221,Berkeley_65,,39.75,60.4,0.025,0.06,0.11,0.12,-2.57,,2501.0,1.099,7.2,0.67,8.47,6.35,,,Simbad
map,cmd,stars,0222,Czernik_12,,39.843,54.913,0.02,0.055,0.125,-0.78,-0.34,,2000.0,0.26,9.1,0.76,7.6,12.23,,,Simbad
map,cmd,stars,0223,NGC_1039,,40.549,42.79,0.16,0.375,0.73,-0.28,-6.73,-18.2,510.0,0.077,8.383,2.37,8.22,47.6,,0.07,Simbad
map,cmd,stars,0224,FSR_0614,,40.62,56.735,0.018,0.06,0.13,0.17,-2.66,,2787.0,0.854,6.75,0.85,10.37,3.27,irc,,Simbad
map,cmd,stars,0225,NGC_1027,,40.665,61.62,0.025,0.13,0.235,-2.22,-0.83,15.0,950.0,0.25,8.55,1.46,5.74,11.06,,,Simbad
map,cmd,stars,0227,Czernik_13,,41.113,62.318,0.013,0.05,0.1,0.29,-0.32,,4101.0,0.949,6.855,1.76,12.7,1.89,,,Simbad
map,cmd,stars,0228,ASCC_9,,41.745,57.745,0.03,0.1,0.21,-0.32,-2.5,-41.8,2901.0,0.899,7.0,4.94,16.06,2.04,,,Simbad
map,cmd,stars,0232,Teutsch_162,,41.917,61.973,0.02,0.06,0.11,-1.45,-1.56,,1600.0,0.949,7.0,0.9,3.68,14.63,,,Simbad
map,cmd,stars,0235,IRAS_02459+6029,r,42.697,60.65,0.02,0.038,0.07,-2.32,2.72,,12998.0,1.801,7.9,1.35,24.73,0.66,,,Simbad
map,cmd,stars,0236,IC_1848,,42.777,60.41,0.045,0.16,0.27,-0.79,-0.89,-47.4,1500.0,0.67,6.85,1.67,9.46,6.35,,,Simbad
map,cmd,stars,0237,FSR_0576,r,42.922,69.245,0.01,0.06,0.11,4.21,-0.18,,5200.0,2.082,8.55,2.9,14.5,0.21,,,Simbad
map,cmd,stars,0240,IRAS_02497+6217,,43.627,62.525,0.03,0.125,0.215,0.79,-1.42,,2056.0,1.041,6.8,1.19,9.73,1.65,emb,,Simbad
map,cmd,stars,0242,IRAS_02511+6023,r,43.815,60.6,0.01,0.045,0.07,-1.49,-0.92,,2028.0,0.729,7.8,0.55,5.39,2.48,irc,,Simbad
map,cmd,stars,0243,FSR_0581,,44.026,68.825,0.02,0.08,0.14,0.76,-3.04,,930.0,0.799,8.4,0.32,4.01,31.52,,,Simbad
map,cmd,stars,0246,IRAS_02541+6208,,44.82,62.3,0.03,0.18,0.32,1.49,-0.76,-53.2,2273.0,2.228,6.65,13.55,19.05,0.82,emb,,Simbad
map,cmd,stars,0248,Collinder_33,n,44.815,60.3,0.015,0.09,0.24,2.42,0.53,18.0,1100.0,0.35,8.347,0.75,8.21,2.72,,,Simbad
map,cmd,stars,0249,SAI_24,,44.865,60.55,0.025,0.045,0.115,-1.42,-0.2,-40.0,1000.0,0.5,7.2,0.28,3.88,18.32,,,Simbad
map,cmd,stars,0250,SAI_25,,45.097,57.285,0.01,0.07,0.135,2.04,1.94,,2300.0,0.97,9.185,0.65,9.64,8.6,,,Simbad
map,cmd,stars,0252,IRAS_02575+6017,n,45.327,60.503,0.02,0.055,0.09,2.18,0.67,-39.1,3465.0,1.713,6.05,1.13,11.25,7.97,emb,,Simbad
map,cmd,stars,0255,Berkeley_66,,46.015,58.74,0.02,0.055,0.115,2.81,0.03,-50.6,7002.0,1.149,9.15,2.5,24.06,4.82,,-0.48,Simbad
map,cmd,stars,0256,NGC_1193,,46.47,44.38,0.02,0.04,0.08,-1.47,0.42,-82.0,6000.0,0.2,9.3,2.17,13.29,3.31,,-0.293,Simbad
map,cmd,stars,0258,FSR_0612,,47.55,64.28,0.02,0.06,0.09,0.58,-1.84,,1900.0,0.899,9.092,0.31,4.44,19.05,,,Simbad
map,cmd,stars,0260,NGC_1252,r,47.7,-57.76,0.02,0.12,0.25,5.09,5.18,,944.0,0.0,9.5,0.87,5.96,3.91,rem,,Simbad
map,cmd,stars,0261,NGC_1220,,47.922,53.347,0.01,0.04,0.085,0.3,0.4,,2100.0,0.75,8.2,0.36,7.13,7.34,,,Simbad
map,cmd,stars,0262,Trumpler_3,,48.052,63.15,0.04,0.235,0.47,-1.8,1.6,-8.6,620.0,0.221,8.005,0.94,8.15,25.25,,,Simbad
map,cmd,stars,0263,NGC_1261,g,48.067,-55.216,0.03,0.085,0.145,-2.38,-6.86,68.2,16298.0,0.01,10.1,3.3,37.49,4.51,glo,-1.25,Simbad
map,cmd,stars,0264,NGC_1245,,48.7,47.253,0.025,0.19,0.37,-2.06,1.66,-29.5,3000.0,0.25,9.025,2.73,30.93,1.88,,0.1,Simbad
map,cmd,stars,0265,King_5,,48.693,52.697,0.02,0.14,0.225,0.6,0.4,-52.0,2200.0,0.67,9.09,2.09,14.56,10.74,,-0.3,Simbad
map,cmd,stars,0266,Stock_23,r,49.23,60.015,0.01,0.11,0.28,-1.35,-1.3,-16.8,450.0,0.2,8.3,0.37,5.26,21.55,,,Simbad
map,cmd,stars,0267,Czernik_14,,49.267,58.605,0.013,0.04,0.07,0.33,-2.46,,2200.0,1.07,8.584,0.57,5.39,28.33,,,Simbad
map,cmd,stars,0270,FSR_0627,r,50.085,60.26,0.01,0.045,0.07,-0.89,-2.56,,1933.0,1.145,8.25,0.22,4.49,31.04,,,Simbad
map,cmd,stars,0271,Czernik_15,r,50.8,52.233,0.01,0.035,0.075,1.42,-0.01,,2500.0,0.849,7.3,0.62,5.78,11.0,,,Simbad
map,cmd,stars,0272,FSR_0628,,50.8,60.55,0.02,0.06,0.1,-1.42,-4.38,,5001.0,1.049,9.25,2.76,10.54,0.85,irc,,Simbad
map,cmd,stars,0274,Melotte_20,,51.675,48.8,0.25,2.0,6.1,21.49,-26.11,-1.4,175.0,0.09,7.7,3.49,21.65,7.88,ass,,Simbad
map,cmd,stars,0275,ASCC_10,,51.765,35.03,0.045,0.2,0.53,-2.9,-1.6,,700.0,0.1,8.717,1.46,8.95,2.55,,,Simbad
map,cmd,stars,0277,King_6,,52.012,56.465,0.025,0.12,0.26,2.45,-1.82,,632.0,0.3,8.975,0.67,4.41,34.46,,0.46,Simbad
map,cmd,stars,0278,Alessi_13,m,52.02,-35.87,0.15,2.08,3.18,35.8,-3.27,19.5,112.0,0.021,8.72,1.52,6.45,7.64,,0.06,Simbad
map,cmd,stars,0279,NGC_1333,n,52.23,31.37,0.05,0.325,0.57,5.51,-10.28,,324.0,1.239,6.8,1.46,4.81,11.42,emb,,Simbad
map,cmd,stars,0282,Czernik_16,,52.792,52.632,0.02,0.075,0.145,-2.62,-0.89,,2700.0,1.149,7.3,2.65,12.95,2.79,,,Simbad
map,cmd,stars,0283,NGC_1342,,53.004,37.357,0.035,0.105,0.275,-3.12,-5.5,-11.5,665.0,0.331,8.6,1.01,5.24,31.32,,-0.16,Simbad
map,cmd,stars,0284,ASCC_11,,53.07,44.84,0.05,0.21,0.41,1.26,-4.75,0.7,837.0,0.271,8.345,4.57,8.32,12.34,,,Simbad
map,cmd,stars,0285,FSR_0632,,53.145,59.21,0.015,0.06,0.155,1.87,-2.32,,1037.0,0.687,8.35,0.49,5.72,15.32,,,Simbad
map,cmd,stars,0286,Berkeley_9,,53.163,52.65,0.025,0.065,0.13,-2.39,-2.43,,1550.0,0.75,9.3,0.77,5.96,32.46,,,Simbad
map,cmd,stars,0288,FSR_0682,r,53.355,36.826,0.01,0.05,0.115,-0.32,-4.02,,1800.0,0.631,8.55,0.31,7.49,16.12,,,Simbad
map,cmd,stars,0289,NGC_1348,,53.55,51.4,0.015,0.06,0.11,1.92,-3.35,,1800.0,0.849,8.45,1.65,4.83,16.56,,0.07,Simbad
map,cmd,stars,0290,Berkeley_10,,54.9,66.49,0.03,0.14,0.235,-1.72,-1.22,,2201.0,0.799,8.81,0.8,13.24,7.51,,-0.49,Simbad
map,cmd,stars,0291,SAI_30,r,55.185,82.22,0.01,0.035,0.08,-1.83,2.54,,2600.0,0.881,8.148,0.38,8.24,7.35,,,Simbad
map,cmd,stars,0292,FSR_0634,r,55.095,59.43,0.01,0.05,0.1,0.39,0.3,,2301.0,1.149,8.952,0.78,8.46,12.59,irc,,Simbad
map,cmd,stars,0293,FSR_0691,r,55.335,34.655,0.015,0.06,0.135,2.29,-4.97,,1600.0,0.799,9.04,1.85,5.98,4.7,,,Simbad
map,cmd,stars,0301,IC_348,,56.152,32.15,0.025,0.125,0.26,4.33,-10.17,16.0,480.0,1.049,6.78,0.44,3.66,104.67,,,Simbad
map,cmd,stars,0304,Juchert_11,,56.835,53.902,0.02,0.05,0.09,-3.25,-5.02,,3000.0,1.901,8.9,0.58,7.82,10.65,,,Simbad
map,cmd,stars,0305,Melotte_22,,56.505,24.37,0.35,2.5,6.2,19.4,-46.0,5.5,130.0,0.021,8.15,2.16,16.53,30.16,,-0.036,Simbad
map,cmd,stars,0306,Tombaugh_5,,57.015,59.07,0.02,0.13,0.27,1.2,-1.42,-5.8,1350.0,0.55,8.846,2.38,9.99,7.43,,,Simbad
map,cmd,stars,0307,Per_OB2,a,57.757,35.1,0.3,1.4,3.2,2.59,-4.31,23.0,400.0,0.2,7.355,11.78,23.72,6.48,ass,,Simbad
map,cmd,stars,0308,NGC_1444,,57.349,52.64,0.015,0.06,0.1,-2.26,-4.2,2.0,1300.0,0.6,6.85,0.53,5.34,9.63,,,Simbad
map,cmd,stars,0311,Czernik_17,r,58.105,61.96,0.02,0.04,0.07,0.17,-2.19,,2900.0,0.75,8.98,1.1,5.42,5.03,,,Simbad
map,cmd,stars,0313,Juchert_9,r,58.837,58.4,0.01,0.035,0.07,-0.51,1.76,,3971.0,1.416,6.7,1.03,6.19,1.86,,,Simbad
map,cmd,stars,0314,FSR_0654,r,58.9,54.017,0.02,0.04,0.07,-1.49,1.18,,4000.0,1.42,8.508,1.32,7.9,0.76,irc,,Simbad
map,cmd,stars,0315,FSR_0655,r,59.043,53.877,0.013,0.06,0.09,1.21,-2.24,,1742.0,1.228,8.72,0.72,3.79,4.23,irc,,Simbad
map,cmd,stars,0317,FSR_0724,r,59.283,32.021,0.015,0.07,0.12,0.26,-7.97,,1685.0,0.521,9.095,1.3,6.34,1.13,,,Simbad
map,cmd,stars,0319,NGC_1520,r,59.467,-76.8,0.02,0.09,0.13,4.96,-3.37,,1023.0,0.0,9.43,0.73,4.53,3.75,non,,Simbad
map,cmd,stars,0320,FSR_0656,r,59.715,53.64,0.02,0.08,0.18,-1.75,0.21,,1400.0,0.949,8.895,1.46,6.03,7.5,irc,,Simbad
map,cmd,stars,0321,King_7,,59.778,51.782,0.05,0.185,0.35,-2.56,1.26,,2628.0,1.249,8.85,2.05,21.61,8.18,,,Simbad
map,cmd,stars,0323,Alicante_1,,59.785,57.24,0.01,0.03,0.06,-1.76,1.36,-32.4,4299.0,0.6,6.35,0.46,7.18,4.44,,,Simbad
map,cmd,stars,0325,Cam_OB3,a,60.195,56.45,0.11,0.3,0.66,-1.0,-1.76,-27.6,2801.0,2.109,7.105,27.9,39.86,0.28,ass,,Simbad
map,cmd,stars,0327,Juchert_19,r,60.577,52.45,0.015,0.035,0.065,-4.65,-3.83,,3000.0,0.899,9.3,1.34,4.64,3.85,,,Simbad
map,cmd,stars,0328,FSR_0660,r,60.615,51.917,0.02,0.06,0.1,-4.42,0.61,,3213.0,1.291,6.75,2.17,6.97,2.79,irc,,Simbad
map,cmd,stars,0329,FSR_0689,,60.765,41.303,0.018,0.075,0.14,-2.02,-9.43,,1705.0,1.062,9.2,0.56,8.48,5.99,,,Simbad
map,cmd,stars,0331,FSR_0653,r,60.955,55.419,0.013,0.04,0.07,-2.47,-2.66,,7317.0,1.02,8.84,3.69,18.28,0.58,,,Simbad
map,cmd,stars,0333,NGC_1496,r,61.11,52.645,0.01,0.035,0.065,-4.55,1.14,-14.4,1300.0,0.471,8.85,0.22,3.24,59.67,,,Simbad
map,cmd,stars,0335,FSR_0695,r,61.455,39.2,0.01,0.06,0.115,-0.98,-5.12,,1786.0,0.75,9.295,1.14,6.46,1.29,,,Simbad
map,cmd,stars,0337,FSR_0663,r,61.545,51.91,0.012,0.045,0.085,-3.33,2.0,,1700.0,0.899,8.914,0.53,4.38,6.84,,,Simbad
map,cmd,stars,0338,FSR_0692,r,61.507,40.168,0.01,0.06,0.13,-2.24,-5.44,,1520.0,0.799,9.32,1.27,7.26,2.52,,,Simbad
map,cmd,stars,0339,FSR_0698,r,61.65,39.135,0.015,0.045,0.095,-1.91,-8.49,,1963.0,1.353,8.25,0.49,4.78,12.95,,,Simbad
map,cmd,stars,0341,FSR_0667,r,61.807,51.167,0.01,0.045,0.075,-0.66,-1.05,,1818.0,0.937,8.08,0.36,3.57,26.69,irc,,Simbad
map,cmd,stars,0343,NGC_1502,,61.957,62.331,0.05,0.17,0.3,0.01,-0.54,-14.0,1023.0,0.625,7.08,0.72,5.75,32.42,,,Simbad
map,cmd,stars,0345,FSR_0757,r,62.47,26.57,0.012,0.05,0.1,-1.56,-3.59,,1900.0,0.6,9.0,0.23,6.72,15.67,,,Simbad
map,cmd,stars,0346,NGC_1513,,62.425,49.51,0.025,0.085,0.155,-1.08,-3.49,-15.1,1400.0,0.67,8.5,2.0,5.48,21.46,,,Simbad
map,cmd,stars,0347,FSR_0700,r,62.602,39.25,0.012,0.07,0.11,-2.63,-7.82,,1379.0,0.937,9.15,0.35,3.71,17.41,,,Simbad
map,cmd,stars,0348,Juchert_20,r,62.707,46.868,0.015,0.07,0.11,-2.36,-6.11,,2812.0,0.791,8.225,0.84,6.95,8.39,,,Simbad
map,cmd,stars,0350,FSR_0674,,63.094,48.728,0.025,0.06,0.13,-2.37,-1.78,,3400.0,1.02,8.56,1.27,14.69,5.96,irc,,Simbad
map,cmd,stars,0351,NGC_1557,r,63.285,-70.465,0.03,0.12,0.22,1.74,7.18,,1820.0,0.0,9.5,1.46,10.7,1.76,rem,,Simbad
map,cmd,stars,0352,LDN_1495W,n,63.637,28.49,0.05,0.3,0.55,1.19,-2.58,12.3,1306.0,2.238,8.2,10.27,16.74,0.5,irc,,Simbad
map,cmd,stars,0353,NGC_1528,,63.847,51.19,0.05,0.16,0.45,1.2,-1.38,-9.2,950.0,0.25,8.55,1.66,8.74,15.5,,,Simbad
map,cmd,stars,0355,SAI_36,r,64.207,41.075,0.01,0.03,0.07,-3.79,-5.59,,3918.0,0.729,9.15,1.46,6.59,2.23,,,Simbad
map,cmd,stars,0357,FSR_0765,,64.492,26.211,0.025,0.08,0.17,2.57,-4.97,8.9,2100.0,0.4,9.315,0.93,10.72,2.87,,,Simbad
map,cmd,stars,0358,FSR_0709,r,64.554,38.145,0.01,0.07,0.14,-1.9,-5.95,,2200.0,1.599,8.69,2.03,7.7,4.27,,,Simbad
map,cmd,stars,0359,Waterloo_1,,64.657,52.86,0.025,0.065,0.13,-2.79,3.27,,4400.0,0.91,8.6,1.87,20.01,0.89,dub,,Simbad
map,cmd,stars,0360,FSR_0697,r,64.672,41.526,0.012,0.06,0.115,-0.63,-5.07,-8.3,1600.0,0.6,8.915,0.68,4.44,5.75,,,Simbad
map,cmd,stars,0362,IC_361,,64.74,58.25,0.04,0.12,0.22,5.76,-5.44,,3000.0,0.65,8.982,1.48,18.82,4.61,,,Simbad
map,cmd,stars,0365,Mayer_2,n,64.938,53.175,0.01,0.035,0.075,-2.67,1.57,,2100.0,0.899,9.25,0.53,5.55,8.67,,,Simbad
map,cmd,stars,0368,Berkeley_11,,65.115,44.915,0.015,0.07,0.165,-1.73,-6.53,,1964.0,0.666,8.7,0.39,9.44,8.74,,,Simbad
map,cmd,stars,0369,NGC_1545,,65.295,50.252,0.02,0.07,0.13,-0.44,1.46,-10.8,863.0,0.354,8.81,0.5,2.91,17.49,,-0.06,Simbad
map,cmd,stars,0371,NGC_1548,,65.332,36.92,0.015,0.06,0.13,-0.95,-3.66,,2501.0,1.099,9.02,0.92,7.72,5.11,non,,Simbad
map,cmd,stars,0372,FSR_0762,,65.425,27.235,0.02,0.06,0.125,0.18,-4.9,20.1,2500.0,0.899,8.3,0.95,9.15,2.17,,,Simbad
map,cmd,stars,0373,FSR_0671,r,65.617,51.855,0.01,0.04,0.1,-1.2,2.09,,3501.0,1.399,7.9,1.03,8.22,1.28,irc,,Simbad
map,cmd,stars,0374,FSR_0741,r,65.872,33.555,0.02,0.08,0.1,0.51,-4.67,-23.6,4000.0,0.35,9.4,0.84,14.67,1.14,,,Simbad
map,cmd,stars,0375,FSR_0756,,66.054,29.715,0.012,0.055,0.105,1.1,-4.45,,2702.0,0.75,8.795,0.77,10.95,2.29,,,Simbad
map,cmd,stars,0378,FSR_0686,r,66.465,46.095,0.02,0.1,0.18,-0.8,-3.87,-16.5,1073.0,0.458,7.5,1.59,5.63,5.34,irc,,Simbad
map,cmd,stars,0380,FSR_0606,r,66.729,73.38,0.03,0.07,0.11,3.49,-1.21,,2499.0,0.72,8.476,0.52,8.28,6.06,,,Simbad
map,cmd,stars,0381,Czernik_18,,66.957,30.945,0.025,0.07,0.14,-2.65,-6.15,,1263.0,0.6,8.68,0.53,5.96,17.89,,,Simbad
map,cmd,stars,0382,B_217,n,66.805,25.965,0.025,0.1,0.2,-0.02,-3.84,-24.0,2800.0,0.75,9.1,1.2,21.82,2.22,irc,,Simbad
map,cmd,stars,0383,FSR_0773,r,67.416,26.005,0.015,0.05,0.09,0.65,-7.91,23.0,3000.0,1.299,8.6,0.95,6.34,1.9,,,Simbad
map,cmd,stars,0384,FSR_0728,r,67.47,38.5,0.02,0.1,0.16,-2.04,-7.4,,1816.0,0.791,8.255,0.51,9.25,8.11,,,Simbad
map,cmd,stars,0385,NGC_1579,n,67.546,35.279,0.06,0.17,0.42,6.42,-7.28,,730.0,2.956,6.58,1.09,6.54,31.54,irc,,Simbad
map,cmd,stars,0388,NGC_1582,,67.875,43.79,0.035,0.13,0.41,-1.67,-1.64,5.5,1000.0,0.2,8.665,6.3,10.7,3.8,,,Simbad
map,cmd,stars,0393,FSR_0804,r,68.647,21.675,0.025,0.063,0.135,3.39,-3.16,,2025.0,0.521,9.1,1.63,8.69,0.88,,,Simbad
map,cmd,stars,0394,NGC_1605,,68.73,45.275,0.02,0.055,0.115,-0.47,-3.08,,2600.0,0.97,7.61,0.88,9.04,12.96,,,Simbad
map,cmd,stars,0395,Platais_3,m,69.45,71.47,0.13,1.05,2.25,3.35,-21.15,7.0,170.0,0.0,8.8,5.1,8.08,11.75,,,Simbad
map,cmd,stars,0396,NGC_1641,r,68.857,-65.74,0.03,0.16,0.26,4.06,2.7,,985.0,0.104,9.52,1.62,6.08,0.53,rem,,Simbad
map,cmd,stars,0397,FSR_0740,r,68.907,36.098,0.025,0.085,0.19,0.44,-2.75,,2100.0,1.099,9.0,3.16,11.36,2.23,,,Simbad
map,cmd,stars,0399,IRAS_04324+5106,,69.09,51.18,0.012,0.075,0.135,-2.45,-4.79,,6408.0,1.978,8.38,1.52,29.42,0.45,irc,,Simbad
map,cmd,stars,0400,FSR_0805,r,69.135,22.035,0.02,0.06,0.12,1.76,-2.27,,2050.0,0.75,8.8,1.23,5.59,4.72,,,Simbad
map,cmd,stars,0404,Berkeley_67,,69.45,50.775,0.015,0.085,0.155,0.09,-1.49,,2000.0,0.7,9.242,0.85,9.55,15.56,dub,,Simbad
map,cmd,stars,0407,FSR_0768,,69.93,29.745,0.01,0.07,0.13,-1.74,-7.83,,2289.0,0.937,8.85,1.06,10.43,2.28,,,Simbad
map,cmd,stars,0408,NGC_1624,n,70.158,50.451,0.01,0.05,0.1,-1.5,4.3,,5466.0,1.124,6.65,1.92,24.85,1.23,,,Simbad
map,cmd,stars,0410,FSR_0714,r,70.695,41.917,0.02,0.065,0.11,-1.42,-0.2,,1819.0,0.625,9.06,0.47,6.92,4.31,irc,,Simbad
map,cmd,stars,0411,FSR_0719,r,71.061,41.803,0.025,0.06,0.095,-3.32,0.26,,3500.0,0.62,8.945,3.07,10.13,0.26,irc,,Simbad
map,cmd,stars,0412,Berkeley_68,,71.115,42.1,0.02,0.1,0.165,-5.86,0.3,,1800.0,0.67,9.11,0.66,8.37,6.86,,,Simbad
map,cmd,stars,0413,Berkeley_12,,71.107,42.69,0.025,0.1,0.17,-5.57,-1.34,,3300.0,0.7,9.6,1.96,18.0,12.09,,0.07,Simbad
map,cmd,stars,0414,FSR_0723,r,71.194,41.505,0.015,0.055,0.11,0.13,-0.17,,3103.0,0.75,8.965,2.08,9.13,2.93,irc,,Simbad
map,cmd,stars,0415,FSR_0733,r,71.295,39.76,0.012,0.055,0.11,-0.76,0.12,,1500.0,0.5,9.06,0.34,5.95,23.69,irc,,Simbad
map,cmd,stars,0416,NGC_1647,,71.497,19.17,0.035,0.45,0.75,-1.94,-3.56,-6.1,572.0,0.354,8.3,2.31,9.36,37.65,,,Simbad
map,cmd,stars,0417,FSR_0717,r,71.535,42.13,0.01,0.04,0.08,-3.13,-1.48,,1700.0,0.45,9.05,0.83,4.0,19.96,irc,,Simbad
map,cmd,stars,0418,Palomar_2,g,71.524,31.382,0.015,0.07,0.115,2.69,-5.06,-133.0,27198.0,1.241,10.05,3.39,55.55,1.87,glo,-1.42,Simbad
map,cmd,stars,0419,Alessi_2,,71.565,55.255,0.04,0.13,0.335,-0.91,-0.75,,520.0,0.15,8.698,2.2,4.54,25.32,,,Simbad
map,cmd,stars,0420,FSR_0721,r,71.559,41.976,0.013,0.055,0.14,-1.43,0.2,,3662.0,0.874,8.8,1.59,16.48,1.08,irc,,Simbad
map,cmd,stars,0421,Ruprecht_148,r,71.637,44.739,0.01,0.04,0.08,-4.04,-4.61,,2800.0,0.7,7.725,0.41,8.32,6.77,,,Simbad
map,cmd,stars,0424,FSR_0767,,71.91,31.55,0.02,0.085,0.165,2.13,-6.77,,3423.0,0.708,9.35,1.19,17.76,2.07,,,Simbad
map,cmd,stars,0425,NGC_1662,,72.112,10.925,0.02,0.23,0.485,-2.5,-2.67,-13.5,437.0,0.3,8.695,0.67,4.44,26.8,,-0.095,Simbad
map,cmd,stars,0426,NGC_1663,,72.315,13.17,0.02,0.12,0.285,2.56,-5.07,,1490.0,0.416,9.4,1.66,10.76,2.75,rem,,Simbad
map,cmd,stars,0427,ASCC_12,,72.481,41.719,0.025,0.11,0.22,-1.83,-2.1,,600.0,0.15,8.63,0.6,3.67,29.2,,,Simbad
map,cmd,stars,0429,FSR_0742,,72.646,38.134,0.02,0.053,0.08,-3.18,-5.59,,1250.0,0.7,8.95,0.46,2.04,32.04,,,Simbad
map,cmd,stars,0430,NGC_1664,,72.808,43.66,0.02,0.19,0.31,-4.23,-4.2,36.1,1200.0,0.25,8.75,1.87,9.28,9.79,,,Simbad
map,cmd,stars,0431,FSR_0702,r,72.888,45.735,0.01,0.04,0.07,-2.75,-4.91,,2501.0,0.999,8.9,0.54,5.55,8.08,irc,,Simbad
map,cmd,stars,0432,FSR_0750,r,73.095,35.95,0.03,0.08,0.13,5.1,-4.02,,3000.0,0.7,9.455,1.74,14.71,1.64,,,Simbad
map,cmd,stars,0433,FSR_0735,r,73.504,40.84,0.02,0.07,0.13,-3.65,-4.2,,2700.0,0.521,8.795,1.76,7.45,5.27,irc,,Simbad
map,cmd,stars,0434,FSR_0837,r,73.5,20.255,0.02,0.085,0.15,-0.67,-3.05,,2550.0,0.521,9.065,0.67,12.34,2.69,,,Simbad
map,cmd,stars,0437,FSR_0643,r,73.777,65.555,0.03,0.065,0.12,-2.81,-3.62,,3001.0,0.5,9.3,3.14,10.17,0.77,,,Simbad
map,cmd,stars,0438,Teutsch_5,,73.932,36.783,0.02,0.08,0.17,-0.79,-6.23,,3001.0,0.6,9.38,1.01,14.93,13.66,,,Simbad
map,cmd,stars,0439,Berkeley_13,,73.942,52.815,0.02,0.04,0.1,0.23,1.51,,2800.0,0.849,8.87,0.38,8.43,20.13,,,Simbad
map,cmd,stars,0441,Czernik_19,,74.277,28.781,0.015,0.1,0.19,1.22,-2.68,,2499.0,0.67,7.835,1.73,13.25,6.61,,,Simbad
map,cmd,stars,0442,Skiff_J0458+43.0,,74.538,43.007,0.015,0.07,0.15,-2.92,-2.68,,3000.0,0.4,8.7,1.12,15.03,3.81,,,Simbad
map,cmd,stars,0446,FSR_0820,r,74.854,23.804,0.025,0.055,0.115,-0.22,-3.61,,1600.0,0.5,9.25,1.48,4.24,9.3,,,Simbad
map,cmd,stars,0447,FSR_0744,,74.865,37.965,0.02,0.07,0.155,-0.96,-6.13,,1250.0,0.7,8.85,0.4,6.94,20.45,irc,,Simbad
map,cmd,stars,0448,Berkeley_14,,74.946,43.485,0.02,0.07,0.165,-1.8,-2.98,4.8,5460.0,0.354,9.3,3.24,25.72,3.07,,,Simbad
map,cmd,stars,0449,Berkeley_14A,a,75.157,43.565,0.05,0.22,0.46,-0.54,-3.33,2.5,1100.0,0.3,6.97,7.74,12.16,2.36,,,Simbad
map,cmd,stars,0451,FSR_0759,r,75.292,35.793,0.01,0.06,0.115,6.24,-4.1,,3801.0,0.999,9.2,2.95,13.49,2.56,irc,,Simbad
map,cmd,stars,0452,FSR_0722,,75.465,44.13,0.012,0.055,0.115,-1.25,-4.59,,2501.0,0.999,8.8,0.66,11.24,8.17,irc,,Simbad
map,cmd,stars,0453,Berkeley_15,,75.528,44.512,0.015,0.055,0.135,-1.29,-4.23,,1300.0,0.35,9.4,0.66,6.48,27.61,,0.0,Simbad
