map,cmd,stars,MWSC,Name,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
map,cmd,stars,2874,NGC_6596,,274.38,-16.65,0.02,0.11,0.2,2.67,-2.02,,932.0,0.167,8.6,0.76,6.56,13.87,,,Simbad
map,cmd,stars,2875,Turner_3,,274.32,-19.12,0.01,0.06,0.115,2.4,-1.43,-15.7,1392.0,0.874,7.46,1.46,3.88,23.09,,,Simbad
map,cmd,stars,2876,Dias_5,,274.41,-19.66,0.01,0.095,0.135,2.11,-4.09,-5.2,1289.0,1.083,8.1,1.95,5.08,38.58,,,Simbad
map,cmd,stars,2878,NGC_6604,,274.507,-12.238,0.025,0.16,0.265,-0.22,-2.7,9.6,1895.0,0.968,6.89,5.17,11.93,16.86,,,Simbad
map,cmd,stars,2881,FSR_0145,r,274.587,29.11,0.035,0.165,0.305,-1.57,-3.95,,1607.0,0.25,9.185,1.46,11.1,1.86,,,Simbad
map,cmd,stars,2882,NGC_6605,r,274.605,-14.965,0.02,0.105,0.185,3.4,-1.17,,1144.0,0.645,8.8,0.27,5.83,0.92,ast,,Simbad
map,cmd,stars,2883,NGC_6603,,274.605,-18.43,0.012,0.07,0.14,-1.28,-2.86,21.3,2325.0,0.833,8.4,1.24,9.56,19.9,,,Simbad
map,cmd,stars,2885,NGC_6584,g,274.656,-52.216,0.035,0.085,0.155,-6.01,-1.45,222.9,13501.0,0.1,10.1,1.88,58.82,3.04,glo,-1.5,Simbad
map,cmd,stars,2886,NGC_6611,n,274.672,-13.78,0.02,0.14,0.24,-0.2,-1.81,18.0,1646.0,0.989,6.33,0.73,10.01,81.74,,,Simbad
map,cmd,stars,2887,Alessi_19,,274.782,12.195,0.03,0.245,0.48,1.04,-6.35,-5.1,550.0,0.04,7.9,2.21,4.85,1.4,,,Simbad
map,cmd,stars,2889,FSR_0108,,274.792,8.128,0.02,0.07,0.11,-1.73,-5.78,,2496.0,0.354,9.3,1.0,11.23,1.36,,,Simbad
map,cmd,stars,2891,FSR_0076,,274.942,-4.215,0.01,0.065,0.1,3.45,-7.71,,5325.0,1.145,9.1,1.7,16.74,0.94,,,Simbad
map,cmd,stars,2892,NGC_6613,n,274.995,-17.11,0.02,0.1,0.19,-0.3,-2.1,-14.0,1213.0,0.562,7.705,0.6,6.21,23.73,,,Simbad
map,cmd,stars,2893,ASCC_96,,275.017,-32.36,0.018,0.1,0.18,-1.45,-4.67,-35.0,759.0,0.15,8.4,0.37,3.24,18.92,,,Simbad
map,cmd,stars,2894,FSR_0077,,275.032,-4.086,0.01,0.06,0.09,3.46,-8.6,,3497.0,0.874,9.48,1.47,7.64,1.65,,,Simbad
map,cmd,stars,2895,NGC_6588,r,275.13,-63.81,0.02,0.09,0.14,0.28,-3.18,,4757.0,0.042,9.4,9.02,22.71,0.12,,,Simbad
map,cmd,stars,2896,NGC_6618,n,275.145,-16.15,0.04,0.21,0.29,0.33,0.9,-4.0,1308.0,1.607,6.0,,,,,0.046,Simbad
map,cmd,stars,2898,Kronberger_2,,275.329,-14.283,0.02,0.085,0.14,1.09,0.26,,3197.0,1.791,8.2,5.11,11.07,1.18,,,Simbad
map,cmd,stars,2900,Kharchenko_2,,275.587,-14.585,0.03,0.115,0.19,-0.07,-0.33,,3412.0,1.041,8.425,2.76,21.85,4.61,,,Simbad
map,cmd,stars,2903,NGC_6625,,275.697,-11.955,0.015,0.1,0.165,-1.72,-3.43,,1335.0,1.21,8.7,2.18,5.17,15.63,,,Simbad
map,cmd,stars,2904,FSR_0120,r,275.767,15.85,0.025,0.105,0.15,-0.39,-6.17,,1786.0,0.437,9.23,1.07,9.85,2.16,,,Simbad
map,cmd,stars,2906,NGC_6624,g,275.919,-30.361,0.025,0.055,0.1,-1.29,-9.77,53.9,7905.0,0.281,9.95,1.47,17.43,16.3,glo,-0.44,Simbad
map,cmd,stars,2907,Dolidze_52,,275.98,-16.64,0.015,0.08,0.13,1.26,-6.54,,1318.0,0.625,7.3,0.38,5.37,15.62,,,Simbad
map,cmd,stars,2908,NGC_6626,g,276.136,-24.87,0.03,0.085,0.155,5.76,-5.4,17.0,5501.0,0.4,10.1,2.01,22.5,20.74,glo,-1.045,Simbad
map,cmd,stars,2909,BDSB_8,n,276.187,-13.396,0.01,0.066,0.1,-0.02,-5.69,,4360.0,1.562,6.15,1.83,18.38,0.24,,,Simbad
map,cmd,stars,2910,Trumpler_33,,276.172,-19.72,0.01,0.06,0.11,-3.0,-1.85,-3.8,1282.0,0.5,7.84,1.36,4.31,10.12,,-1.544,Simbad
map,cmd,stars,2911,Sct_OB3,a,276.195,-14.2,0.02,0.11,0.21,-0.98,-1.84,3.3,1475.0,2.04,6.1,5.45,10.07,9.38,ass,,Simbad
map,cmd,stars,2912,Ruprecht_170,,276.367,-10.015,0.03,0.07,0.14,-4.16,-2.23,,5785.0,1.208,6.0,2.72,21.47,1.49,,,Simbad
map,cmd,stars,2913,Dolidze_28,,276.37,-14.65,0.02,0.08,0.15,0.67,-3.58,0.6,1258.0,0.937,8.25,1.49,5.88,3.55,,,Simbad
map,cmd,stars,2914,Mamajek_4,,276.532,-50.955,0.09,0.435,0.55,3.9,-19.2,-43.4,386.0,0.05,8.815,1.67,3.8,2.41,,,Simbad
map,cmd,stars,2915,Bica_3,,276.516,-13.05,0.01,0.05,0.1,-1.33,-5.15,,1614.0,2.29,7.2,0.29,4.84,49.66,,,Simbad
map,cmd,stars,2916,NGC_6631,,276.813,-12.02,0.01,0.095,0.17,-2.2,-5.67,,2972.0,0.729,8.79,4.92,17.67,1.22,,,Simbad
map,cmd,stars,2917,NGC_6633,,276.835,6.5,0.03,0.2,0.365,-0.3,-2.65,-25.4,385.0,0.179,8.76,0.71,3.4,27.27,,0.06,Simbad
map,cmd,stars,2921,FSR_0009,,277.137,-31.905,0.012,0.055,0.105,1.25,-6.83,,5174.0,0.562,9.155,2.52,19.74,1.03,,,Simbad
map,cmd,stars,2923,FSR_0059,,277.266,-11.967,0.01,0.068,0.125,-2.41,-3.61,,1550.0,1.083,8.4,1.42,6.15,2.02,irc,,Simbad
map,cmd,stars,2930,FSR_0060,,277.545,-11.5,0.022,0.075,0.145,0.82,-9.47,,1257.0,1.874,8.305,1.1,6.19,3.58,,,Simbad
map,cmd,stars,2931,FSR_0054,,277.605,-15.045,0.012,0.075,0.115,-1.3,-4.2,,2325.0,0.833,8.905,1.14,9.29,19.27,irc,,Simbad
map,cmd,stars,2932,Dias_6,,277.635,-12.305,0.02,0.075,0.155,0.0,-3.18,,1916.0,0.895,8.6,1.77,11.2,4.32,,,Simbad
map,cmd,stars,2933,NGC_6638,g,277.734,-25.497,0.025,0.07,0.115,-4.83,-6.39,18.1,9410.0,0.41,10.05,1.28,32.4,7.91,glo,-0.745,Simbad
map,cmd,stars,2934,NGC_6639,,277.74,-13.14,0.02,0.1,0.17,1.99,-1.8,7.0,765.0,0.25,8.93,0.46,5.67,25.85,,,Simbad
map,cmd,stars,2935,Ruprecht_141,,277.828,-12.326,0.01,0.053,0.1,-1.79,-1.27,30.7,3381.0,0.947,6.55,2.84,9.31,1.37,,,Simbad
map,cmd,stars,2936,NGC_6637,g,277.846,-32.348,0.035,0.095,0.18,1.59,-2.27,39.9,8800.0,0.179,9.95,8.94,28.17,6.73,glo,-0.64,Simbad
map,cmd,stars,2937,Dolidze_29,,277.849,-6.633,0.018,0.13,0.23,-0.73,-1.15,,1460.0,3.04,7.5,6.81,9.01,89.54,ast,,Simbad
map,cmd,stars,2939,NGC_6647,r,277.867,-17.34,0.012,0.06,0.11,2.6,-7.43,,5246.0,0.625,9.25,5.34,20.97,0.42,ast,,Simbad
map,cmd,stars,2940,IC_4725,,277.927,-19.11,0.035,0.235,0.38,-2.2,-6.09,-1.8,561.0,0.479,7.97,2.93,5.34,60.64,,-0.257,Simbad
map,cmd,stars,2941,NGC_6642,g,277.975,-23.475,0.025,0.065,0.115,0.06,-7.33,-57.2,8089.0,0.406,10.1,1.47,22.0,7.54,glo,-0.945,Simbad
map,cmd,stars,2942,FSR_0052,,278.02,-15.687,0.01,0.055,0.1,-0.69,-3.18,2.0,1173.0,0.479,7.5,0.39,4.11,21.21,irc,,Simbad
map,cmd,stars,2943,Ruprecht_142,,278.055,-12.215,0.01,0.065,0.1,-2.88,-5.67,,1802.0,0.999,8.53,,,,,,Simbad
map,cmd,stars,2944,Ruprecht_171,r,278.025,-16.01,0.012,0.06,0.1,5.34,-1.7,,1159.0,0.25,9.55,1.08,3.4,36.21,,,Simbad
map,cmd,stars,2945,Ruprecht_143,,278.149,-12.14,0.015,0.053,0.1,-2.21,-3.68,,2062.0,1.02,8.65,0.92,7.51,6.76,,,Simbad
map,cmd,stars,2946,NGC_6645,,278.13,-16.91,0.015,0.09,0.15,1.32,-2.48,,1245.0,0.36,8.61,1.28,5.36,42.14,,,Simbad
map,cmd,stars,2947,Dolidze_30,,278.22,-6.035,0.012,0.063,0.1,0.42,-0.12,,1569.0,0.999,8.95,0.74,3.51,10.39,ast,,Simbad
map,cmd,stars,2948,IRAS_18306-0500,,278.334,-4.971,0.01,0.045,0.09,-2.0,-3.0,28.3,2023.0,2.394,7.8,1.14,5.96,1.89,irc,,Simbad
map,cmd,stars,2949,NGC_6649,,278.34,-10.4,0.035,0.093,0.18,-1.1,-2.86,-8.8,1564.0,1.332,8.1,1.29,5.41,57.27,,,Simbad
map,cmd,stars,2950,Ruprecht_144,,278.377,-11.41,0.017,0.06,0.12,-0.29,-7.34,,1649.0,0.666,8.795,1.22,6.87,6.11,,,Simbad
map,cmd,stars,2952,NGC_6659,,278.535,23.599,0.018,0.09,0.165,0.47,-4.76,,1965.0,0.104,9.43,0.91,12.93,2.37,ast,,Simbad
map,cmd,stars,2953,BDSB_121,n,278.542,-7.305,0.01,0.04,0.055,1.43,-1.46,89.6,6952.0,1.832,6.0,0.59,17.21,2.32,irc,,Simbad
map,cmd,stars,2956,BDSB_117,n,278.617,-9.259,0.01,0.032,0.067,-0.6,-4.81,62.8,7459.0,1.978,6.0,3.3,11.41,0.15,irc,,Simbad
map,cmd,stars,2957,Dolidze_31,,278.745,-6.85,0.015,0.063,0.115,1.51,-1.1,,5163.0,1.353,6.0,4.58,14.75,0.57,ast,,Simbad
map,cmd,stars,2958,FSR_0072,,278.812,-7.16,0.015,0.075,0.14,1.79,-1.82,,1668.0,1.208,8.7,1.16,8.14,2.21,,,Simbad
map,cmd,stars,2960,NGC_6652,g,278.94,-32.991,0.02,0.085,0.16,5.25,-2.11,-111.7,9999.0,0.094,10.05,1.89,49.58,3.64,glo,-0.84,Simbad
map,cmd,stars,2961,NGC_6656,g,279.1,-23.905,0.04,0.21,0.355,4.72,-3.59,-146.3,3198.0,0.344,10.1,1.8,28.25,49.31,glo,-1.545,Simbad
map,cmd,stars,2962,NGC_6664,,279.132,-8.21,0.01,0.1,0.14,-2.52,-2.0,17.8,1708.0,0.739,7.9,2.5,6.67,6.7,,,Simbad
map,cmd,stars,2963,ASCC_97,,279.225,-19.22,0.03,0.15,0.34,-0.7,-5.94,,591.0,0.437,7.88,1.52,4.96,5.42,,0.129,Simbad
map,cmd,stars,2965,W_42,n,279.562,-6.797,0.012,0.045,0.07,-0.5,-3.54,,4261.0,1.562,6.0,,,,irc,,Simbad
map,cmd,stars,2966,FSR_1782,r,279.57,-37.56,0.02,0.08,0.14,-4.22,-1.4,,2650.0,0.416,9.175,4.15,9.02,2.3,,,Simbad
map,cmd,stars,2967,IC_4756,,279.735,5.45,0.1,0.4,0.8,-1.15,-3.88,-22.4,483.0,0.208,8.79,6.98,9.06,15.64,,-0.15,Simbad
map,cmd,stars,2968,NGC_6682,,279.912,-4.8,0.012,0.075,0.11,1.9,-6.03,,1304.0,2.249,6.5,,,,ast,,Simbad
map,cmd,stars,2969,Stephenson_2,,279.915,-6.03,0.01,0.045,0.09,2.69,-7.0,,1128.0,3.227,6.0,1.91,3.26,58.4,,,Simbad
map,cmd,stars,2970,Trumpler_34,,279.949,-8.415,0.018,0.085,0.18,-4.14,-7.01,,1342.0,0.812,8.585,2.15,6.82,10.48,,,Simbad
map,cmd,stars,2971,ESO_281-24,,279.997,-44.19,0.011,0.065,0.11,-3.02,-4.43,,3830.0,0.573,8.945,2.28,15.44,1.05,,,Simbad
map,cmd,stars,2972,Dolidze_32,,280.305,-4.035,0.01,0.09,0.17,-0.25,-3.6,14.0,1381.0,1.457,6.0,,,,,,Simbad
map,cmd,stars,2973,Dolidze_33,,280.308,-4.373,0.03,0.08,0.14,-2.3,-5.0,,1930.0,1.156,7.3,1.78,7.86,3.83,dub,,Simbad
map,cmd,stars,2974,Palomar_8,g,280.374,-19.83,0.02,0.085,0.17,6.0,-2.81,-43.0,12801.0,0.323,9.9,10.79,60.07,0.05,glo,-0.37,Simbad
map,cmd,stars,2976,Dolidze_34,,280.474,-4.267,0.014,0.046,0.075,-1.28,-3.98,7.0,1422.0,1.041,7.95,0.42,2.19,37.68,dub,,Simbad
map,cmd,stars,2977,NGC_6683,,280.554,-6.2,0.01,0.05,0.11,-1.32,-4.07,,1441.0,0.333,6.75,1.17,5.5,5.25,,,Simbad
map,cmd,stars,2978,Teutsch_145,,280.621,-5.25,0.022,0.06,0.105,-1.68,-7.66,,1762.0,1.77,8.725,0.55,3.49,46.07,,,Simbad
map,cmd,stars,2979,ASCC_98,,280.665,-33.65,0.04,0.24,0.47,1.31,-5.62,-54.0,800.0,0.04,8.045,2.21,8.0,4.64,,,Simbad
map,cmd,stars,2980,Trumpler_35,,280.747,-4.23,0.02,0.08,0.14,-3.54,-4.52,-4.7,1273.0,1.166,8.15,1.89,4.6,31.36,,,Simbad
map,cmd,stars,2981,NGC_6681,g,280.803,-32.292,0.02,0.11,0.18,3.84,-5.78,220.3,9001.0,0.073,10.1,2.4,26.53,7.52,glo,-1.445,Simbad
map,cmd,stars,2982,BDSB_124,n,280.81,-3.598,0.01,0.05,0.075,-4.91,-9.55,90.3,7813.0,1.666,7.9,3.29,17.83,0.7,irc,,Simbad
map,cmd,stars,2983,FSR_1785,r,281.028,-36.942,0.015,0.055,0.09,-0.43,-3.54,,4080.0,0.146,9.4,1.7,14.32,0.14,,,Simbad
map,cmd,stars,2985,Andrews-Lindsay_5,,281.085,-4.93,0.015,0.06,0.115,2.59,-6.33,,2289.0,2.415,6.0,1.6,9.13,15.35,,,Simbad
map,cmd,stars,2986,Berkeley_79,,281.235,-1.155,0.01,0.065,0.11,-0.16,-7.02,,2434.0,1.145,6.8,0.9,8.59,17.0,,,Simbad
map,cmd,stars,2987,NGC_6694,,281.317,-9.38,0.035,0.1,0.165,-2.29,-3.24,4.0,1748.0,0.583,8.12,1.26,9.41,34.07,,,Simbad
map,cmd,stars,2988,FSR_0069,,281.347,-10.46,0.02,0.075,0.13,-0.6,-5.67,,1848.0,2.072,6.8,0.68,5.41,16.22,,,Simbad
map,cmd,stars,2989,FSR_0087,,281.482,-3.607,0.01,0.09,0.145,-0.28,-6.48,,1174.0,1.562,8.25,0.43,6.28,28.18,irc,,Simbad
map,cmd,stars,2990,BDSB_125,,281.517,-2.655,0.015,0.035,0.065,1.29,-8.99,83.3,6699.0,2.082,6.0,4.59,17.35,0.13,irc,,Simbad
map,cmd,stars,2991,BDSB_10,,281.583,-3.795,0.015,0.05,0.08,-0.34,-2.05,,818.0,1.666,7.6,0.23,1.22,120.11,irc,,Simbad
map,cmd,stars,2992,FSR_0098,,281.902,0.607,0.01,0.06,0.115,0.54,-6.54,,5387.0,1.999,6.1,2.9,20.26,0.46,irc,,Simbad
map,cmd,stars,2993,W_43,n,281.884,-1.942,0.01,0.045,0.075,0.3,-10.12,80.9,4891.0,1.874,6.0,3.63,10.54,0.71,irc,,Simbad
map,cmd,stars,2995,NGC_6698,,281.974,-25.877,0.025,0.083,0.13,-4.17,-5.19,,4135.0,0.521,9.2,2.36,11.68,1.52,non,,Simbad
map,cmd,stars,2996,Basel_1,,282.037,-5.865,0.01,0.065,0.1,0.36,-5.53,,1604.0,0.541,8.135,0.62,6.71,8.62,,,Simbad
map,cmd,stars,2997,FSR_0089,,282.183,-3.519,0.012,0.06,0.125,-1.09,-2.82,,1516.0,1.853,8.3,0.65,5.36,7.67,irc,,Simbad
map,cmd,stars,2999,ASCC_99,,282.277,-18.74,0.02,0.125,0.23,5.99,-5.1,-31.3,679.0,0.125,8.75,0.72,4.39,28.43,,,Simbad
map,cmd,stars,3000,FSR_0101,,282.309,2.767,0.012,0.115,0.2,0.99,-0.98,,1657.0,2.186,6.9,0.7,8.89,18.72,irc,,Simbad
map,cmd,stars,3002,Czernik_38,,282.447,4.96,0.02,0.11,0.165,-3.08,-5.29,,1763.0,1.457,7.3,1.02,9.28,23.02,,,Simbad
map,cmd,stars,3003,FSR_0094,,282.469,-1.022,0.011,0.04,0.085,0.99,-6.71,,2069.0,2.644,6.0,1.07,7.89,6.81,irc,,Simbad
map,cmd,stars,3004,FSR_0090,r,282.574,-3.577,0.01,0.05,0.085,-0.29,-3.68,,1388.0,0.895,8.695,1.37,4.07,16.97,irc,,Simbad
map,cmd,stars,3005,Ruprecht_145,r,282.66,-18.227,0.02,0.13,0.24,6.2,-4.91,-8.8,770.0,0.25,8.9,2.22,5.6,11.22,,-0.127,Simbad
map,cmd,stars,3006,FSR_0088,,282.658,-4.188,0.025,0.1,0.19,-0.73,-4.61,,2837.0,1.509,8.495,1.04,11.34,9.32,,,Simbad
map,cmd,stars,3007,NGC_6704,,282.687,-5.21,0.016,0.055,0.11,-0.98,-2.67,,2180.0,0.958,8.0,0.73,7.8,8.25,,,Simbad
map,cmd,stars,3008,NGC_6705,,282.747,-6.28,0.03,0.15,0.35,-4.92,-3.23,32.5,1750.0,0.471,8.505,1.38,16.45,76.76,,0.136,Simbad
map,cmd,stars,3009,NGC_6709,,282.846,10.33,0.02,0.145,0.22,1.75,-3.0,-12.8,1075.0,0.281,8.15,0.68,8.08,19.1,,,Simbad
map,cmd,stars,3010,Teutsch_146,,282.862,0.175,0.01,0.037,0.075,0.96,-5.01,,4427.0,1.77,8.75,5.12,10.12,2.44,,,Simbad
map,cmd,stars,3011,Collinder_394,,283.08,-20.2,0.04,0.165,0.3,-3.0,-6.35,-1.8,668.0,0.239,7.86,2.95,5.43,5.13,,,Simbad
map,cmd,stars,3012,Ruprecht_146,,283.117,-21.085,0.022,0.075,0.14,1.97,0.26,,1735.0,0.479,9.1,1.14,8.32,1.23,ast,,Simbad
map,cmd,stars,3014,NGC_6712,g,283.267,-8.706,0.03,0.095,0.17,-1.65,-6.82,-107.6,6905.0,0.448,10.05,1.45,34.41,15.37,glo,-1.02,Simbad
map,cmd,stars,3015,FSR_1773,r,283.308,-42.125,0.018,0.085,0.135,0.76,-0.83,,1312.0,0.344,9.2,0.58,6.54,10.41,,,Simbad
map,cmd,stars,3016,BDSB_127,n,283.335,1.247,0.01,0.04,0.06,2.73,-1.83,42.7,2846.0,1.77,6.8,1.77,5.64,1.57,irc,,Simbad
map,cmd,stars,3018,Stephenson_1,,283.515,36.805,0.04,0.325,0.55,1.95,-3.48,-27.5,373.0,0.031,7.52,1.8,5.56,15.43,,,Simbad
map,cmd,stars,3019,Berkeley_80,,283.582,-1.217,0.015,0.07,0.12,-1.08,-5.11,,1791.0,1.041,8.35,1.9,6.19,25.97,,0.0,Simbad
map,cmd,stars,3020,NGC_6716,,283.642,-19.885,0.02,0.12,0.18,-2.22,-4.85,6.0,669.0,0.229,7.385,0.36,3.46,13.29,,-0.31,Simbad
map,cmd,stars,3021,Archinal_1,,283.71,5.54,0.012,0.06,0.1,-0.29,-3.13,,1453.0,1.52,8.0,0.69,3.15,57.47,,,Simbad
map,cmd,stars,3022,Poole_J1855+10.8,,283.785,10.775,0.015,0.05,0.09,-1.7,-6.38,,4457.0,0.791,8.975,1.72,15.49,0.27,,,Simbad
map,cmd,stars,3023,NGC_6715,g,283.764,-30.48,0.04,0.085,0.145,-3.75,-7.76,141.3,26507.0,0.15,10.1,9.39,77.79,1.1,glo,-1.49,Simbad
map,cmd,stars,3024,NGC_6717,g,283.774,-22.701,0.02,0.065,0.115,2.15,-0.51,22.8,7100.0,0.229,10.1,1.04,29.26,3.89,glo,-1.045,Simbad
map,cmd,stars,3025,Alessi_62,,283.965,21.619,0.03,0.17,0.27,-2.62,-1.77,,546.0,0.167,8.95,0.87,4.01,13.81,,,Simbad
map,cmd,stars,3026,Poole_J1856+10.8,,283.972,10.773,0.012,0.05,0.075,-2.86,-4.94,,4389.0,0.895,8.975,2.18,7.7,0.87,,,Simbad
map,cmd,stars,3028,ESO_524-01,r,284.167,-26.95,0.025,0.065,0.115,0.4,-7.9,,2796.0,0.302,9.5,1.15,7.21,4.31,,,Simbad
map,cmd,stars,3029,NGC_6724,,284.175,10.415,0.015,0.053,0.08,-2.49,-4.97,,4813.0,0.895,8.975,3.2,14.16,0.34,non,,Simbad
map,cmd,stars,3031,FSR_0034,,284.683,-26.794,0.015,0.075,0.125,1.77,-10.37,,1875.0,1.041,7.5,0.46,7.37,9.16,,,Simbad
map,cmd,stars,3032,NGC_6728,,284.685,-8.965,0.01,0.075,0.13,1.92,-2.1,,1127.0,0.125,8.95,0.55,5.22,15.81,,,Simbad
map,cmd,stars,3033,NGC_6723,g,284.887,-36.632,0.04,0.155,0.26,1.61,-1.86,-94.5,8703.0,0.052,10.1,2.71,63.51,10.54,glo,-1.045,Simbad
map,cmd,stars,3034,NGC_6735,,285.135,-0.47,0.018,0.085,0.155,1.14,-3.86,,2213.0,0.854,8.29,3.0,8.7,3.46,non,,Simbad
map,cmd,stars,3035,NGC_6738,,285.337,11.6,0.015,0.09,0.14,2.8,-2.3,-34.9,686.0,0.208,9.515,0.24,3.42,49.61,,,Simbad
map,cmd,stars,3036,NGC_6743,,285.307,29.314,0.01,0.115,0.18,0.47,-3.59,,2220.0,0.833,8.225,0.89,15.39,2.42,non,,Simbad
map,cmd,stars,3037,FSR_0037,,285.349,-26.57,0.015,0.105,0.2,1.3,-5.55,,2711.0,0.416,9.155,1.11,13.99,2.43,,,Simbad
map,cmd,stars,3038,ASCC_100,,285.405,33.575,0.02,0.225,0.365,2.2,-2.0,-25.6,350.0,0.021,7.95,1.25,3.25,86.95,,,Simbad
map,cmd,stars,3039,Berkeley_81,,285.405,-0.46,0.012,0.06,0.11,-0.99,-8.59,13.0,3401.0,1.062,9.0,1.28,14.27,4.8,,-0.15,Simbad
map,cmd,stars,3042,NGC_6737,,285.583,-18.533,0.025,0.11,0.17,-1.01,-4.0,,2037.0,0.791,8.9,1.75,7.91,2.69,non,,Simbad
map,cmd,stars,3043,FSR_0100,,285.969,-0.022,0.012,0.055,0.09,1.56,-3.61,,2687.0,2.186,8.0,1.68,5.85,9.68,irc,,Simbad
map,cmd,stars,3044,ESO_397-01,,286.027,-33.395,0.018,0.06,0.12,-1.97,-6.48,,2207.0,0.874,8.245,0.88,8.55,2.52,,,Simbad
map,cmd,stars,3046,NGC_6749,g,286.314,1.9,0.035,0.085,0.165,-1.79,-4.4,-61.7,7902.0,1.499,10.0,3.17,33.61,7.4,glo,-1.6,Simbad
map,cmd,stars,3047,Alessi_56,,286.722,9.59,0.015,0.045,0.075,0.23,0.17,,5745.0,2.186,8.585,0.94,10.68,7.24,,,Simbad
map,cmd,stars,3049,Juchert_3,,286.887,6.283,0.03,0.09,0.185,-2.3,-4.95,,1481.0,2.478,6.0,1.73,5.34,7.5,,,Simbad
map,cmd,stars,3050,Czernik_39,,286.882,4.333,0.015,0.06,0.11,-6.03,-7.96,,1143.0,2.519,7.8,0.91,4.47,12.63,,,Simbad
map,cmd,stars,3051,NGC_6755,,286.954,4.267,0.02,0.1,0.195,-5.45,-7.0,18.7,2010.0,2.436,8.0,2.14,10.59,7.28,,,Simbad
map,cmd,stars,3052,NGC_6756,,287.187,4.717,0.015,0.06,0.11,-4.68,-4.35,,1951.0,1.083,8.4,0.47,7.71,51.77,,,Simbad
map,cmd,stars,3053,BDSB_11,,287.184,5.597,0.01,0.04,0.085,-4.33,-4.52,,2093.0,1.853,8.4,0.44,7.81,5.82,irc,,Simbad
map,cmd,stars,3054,FSR_0107,,287.262,1.537,0.012,0.07,0.11,-4.36,-5.1,,2847.0,1.02,9.1,1.56,12.03,2.62,irc,,Simbad
map,cmd,stars,3055,FSR_0067,,287.407,-13.9,0.01,0.077,0.14,0.28,-8.37,,4079.0,0.458,9.1,2.9,18.82,0.91,,,Simbad
map,cmd,stars,3060,BDSB_131,n,287.629,7.883,0.01,0.035,0.068,-5.64,-9.08,,5389.0,2.186,6.125,1.01,11.38,1.28,irc,,Simbad
map,cmd,stars,3062,NGC_6752,g,287.716,-59.985,0.05,0.22,0.42,-4.79,-4.84,-26.7,4002.0,0.042,10.1,2.65,34.85,43.4,glo,-1.25,Simbad
map,cmd,stars,3063,Riddle_15,,287.787,14.833,0.01,0.027,0.045,-3.67,-7.0,,4496.0,1.666,9.0,0.36,8.25,18.19,,,Simbad
map,cmd,stars,3064,NGC_6760,g,287.8,1.03,0.04,0.09,0.19,-3.29,-3.76,-27.5,7400.0,0.77,9.9,2.32,22.18,9.17,glo,-0.4,Simbad
map,cmd,stars,3065,Berkeley_82,,287.835,13.096,0.025,0.075,0.14,-0.9,-4.54,-2.8,1125.0,0.916,8.06,1.24,6.86,17.93,,,Simbad
map,cmd,stars,3066,FSR_0124,,286.732,13.245,0.01,0.053,0.105,-0.41,-7.31,,3026.0,1.228,8.75,0.75,12.67,9.79,irc,,Simbad
map,cmd,stars,3067,FSR_0123,,287.913,12.05,0.02,0.07,0.12,0.64,-6.98,,3308.0,1.249,8.76,1.68,14.55,4.19,irc,,Simbad
map,cmd,stars,3070,ASCC_101,,288.352,36.335,0.03,0.28,0.5,0.81,3.4,-32.0,363.0,0.0,8.62,1.06,4.84,6.11,,,Simbad
map,cmd,stars,3071,ESO_282-26,r,288.435,-42.63,0.025,0.13,0.195,1.17,0.43,,1509.0,0.333,9.235,0.82,8.47,2.03,rem,,Simbad
map,cmd,stars,3072,BDSB_136,n,288.54,11.21,0.01,0.025,0.045,0.78,-6.76,46.7,6292.0,1.728,6.0,2.84,11.59,0.52,irc,,Simbad
map,cmd,stars,3075,Berkeley_43,,288.877,11.265,0.025,0.105,0.18,-0.01,-4.49,,1355.0,1.52,8.785,0.4,6.53,96.21,,0.0,Simbad
map,cmd,stars,3076,BDSB_137,n,289.087,11.315,0.01,0.03,0.04,-1.64,-2.11,40.5,5405.0,1.666,6.0,0.94,10.89,0.83,irc,,Simbad
map,cmd,stars,3077,NGC_6779,g,289.147,30.183,0.025,0.085,0.16,1.56,-2.99,-135.6,9403.0,0.26,10.1,1.74,29.71,7.0,glo,-1.98,Simbad
map,cmd,stars,3078,Ruprecht_147,,289.092,-16.25,0.18,0.5,1.33,-1.59,-28.04,41.0,270.0,0.11,9.33,6.51,6.76,59.09,,,Simbad
map,cmd,stars,3079,NGC_6775,,289.2,-0.922,0.018,0.08,0.115,2.28,-7.45,,2004.0,0.437,8.85,0.91,7.89,5.81,non,,Simbad
map,cmd,stars,3080,ESO_231-30,r,289.26,-51.48,0.018,0.115,0.165,2.47,-5.3,,3276.0,0.073,9.5,1.94,16.69,0.64,,,Simbad
map,cmd,stars,3081,FSR_0149,,289.282,23.98,0.01,0.05,0.1,-1.82,-6.24,,5341.0,1.124,8.83,1.53,22.4,0.64,,,Simbad
map,cmd,stars,3082,Berkeley_44,,289.308,19.543,0.01,0.105,0.195,1.76,-7.9,,1978.0,1.145,9.15,1.24,12.55,10.15,,,Simbad
