recno	ID	NameLit	SourceCat	TypeSourceCat	Sep	SepTidal	SepTidalLit	SepTidalData	pmRASep	pmRASigma	pmDESep	pmDESigma	PlxSep	PlxSigma	maxSigma	meanSigma
1212		BSDL_1601	Bica+08	position_(magellanic_clouds)												
1213		BSDL_1608	Bica+08	position_(magellanic_clouds)												
1214		BSDL_1609	Bica+08	position_(magellanic_clouds)												
1215		BSDL_1614	Bica+08	position_(magellanic_clouds)												
1216		BSDL_1630	Bica+08	position_(magellanic_clouds)												
1217		BSDL_1636	Bica+08	position_(magellanic_clouds)												
1218		BSDL_1645	Bica+08	position_(magellanic_clouds)												
1219		BSDL_1647	Bica+08	position_(magellanic_clouds)												
1220		BSDL_1650	Bica+08	position_(magellanic_clouds)												
1221		BSDL_1655	Bica+08	position_(magellanic_clouds)												
1222		BSDL_1658	Bica+08	position_(magellanic_clouds)												
1223		BSDL_167	Bica+08	position_(magellanic_clouds)												
1224		BSDL_1672	Bica+08	position_(magellanic_clouds)												
1225		BSDL_1678	Bica+08	position_(magellanic_clouds)												
1226		BSDL_1680	Bica+08	position_(magellanic_clouds)												
1227		BSDL_1681	Bica+08	position_(magellanic_clouds)												
1228		BSDL_169	Bica+08	position_(magellanic_clouds)												
1229		BSDL_1705	Bica+08	position_(magellanic_clouds)												
1230		BSDL_1707	Bica+08	position_(magellanic_clouds)												
1231		BSDL_1712	Bica+08	position_(magellanic_clouds)												
1232		BSDL_1715	Bica+08	position_(magellanic_clouds)												
1233		BSDL_1719	Bica+08	position_(magellanic_clouds)												
1234		BSDL_1723	Bica+08	position_(magellanic_clouds)												
1235		BSDL_1735	Bica+08	position_(magellanic_clouds)												
1236		BSDL_1744	Bica+08	position_(magellanic_clouds)												
1237		BSDL_1747	Bica+08	position_(magellanic_clouds)												
1238		BSDL_1748	Bica+08	position_(magellanic_clouds)												
1239		BSDL_1750	Bica+08	position_(magellanic_clouds)												
1240		BSDL_1751	Bica+08	position_(magellanic_clouds)												
1241		BSDL_1768	Bica+08	position_(magellanic_clouds)												
1242		BSDL_1772	Bica+08	position_(magellanic_clouds)												
1243		BSDL_1778	Bica+08	position_(magellanic_clouds)												
1244		BSDL_1784	Bica+08	position_(magellanic_clouds)												
1245		BSDL_1785	Bica+08	position_(magellanic_clouds)												
1246		BSDL_1789	Bica+08	position_(magellanic_clouds)												
1247		BSDL_1790	Bica+08	position_(magellanic_clouds)												
1248		BSDL_1792	Bica+08	position_(magellanic_clouds)												
1249		BSDL_1793	Bica+08	position_(magellanic_clouds)												
1250		BSDL_1796	Bica+08	position_(magellanic_clouds)												
1251		BSDL_1797	Bica+08	position_(magellanic_clouds)												
1252		BSDL_1805	Bica+08	position_(magellanic_clouds)												
1253		BSDL_1807	Bica+08	position_(magellanic_clouds)												
1254		BSDL_1809	Bica+08	position_(magellanic_clouds)												
1255		BSDL_1817	Bica+08	position_(magellanic_clouds)												
1256	7181	BSDL_1818	Bica+08	position_(magellanic_clouds)	0.004583	0.05388478	0.99994485	0.05388478								
1257	7169	BSDL_1818	Bica+08	position_(magellanic_clouds)	0.002286	0.00730952	0.4987132	0.00730952								
1258		BSDL_1821	Bica+08	position_(magellanic_clouds)												
1259		BSDL_1834	Bica+08	position_(magellanic_clouds)												
1260		BSDL_1837	Bica+08	position_(magellanic_clouds)												
1261		BSDL_1848	Bica+08	position_(magellanic_clouds)												
1262		BSDL_1858	Bica+08	position_(magellanic_clouds)												
1263		BSDL_1861	Bica+08	position_(magellanic_clouds)												
1264		BSDL_1874	Bica+08	position_(magellanic_clouds)												
1265		BSDL_1875	Bica+08	position_(magellanic_clouds)												
1266		BSDL_1882	Bica+08	position_(magellanic_clouds)												
1267		BSDL_189	Bica+08	position_(magellanic_clouds)												
1268		BSDL_1892	Bica+08	position_(magellanic_clouds)												
1269		BSDL_1896	Bica+08	position_(magellanic_clouds)												
1270		BSDL_1897	Bica+08	position_(magellanic_clouds)												
1271		BSDL_1898	Bica+08	position_(magellanic_clouds)												
1272		BSDL_1906	Bica+08	position_(magellanic_clouds)												
1273		BSDL_1908	Bica+08	position_(magellanic_clouds)												
1274		BSDL_191	Bica+08	position_(magellanic_clouds)												
1275		BSDL_192	Bica+08	position_(magellanic_clouds)												
1276		BSDL_1920	Bica+08	position_(magellanic_clouds)												
1277		BSDL_1924	Bica+08	position_(magellanic_clouds)												
1278		BSDL_1928	Bica+08	position_(magellanic_clouds)												
1279		BSDL_1936	Bica+08	position_(magellanic_clouds)												
1280		BSDL_194	Bica+08	position_(magellanic_clouds)												
1281		BSDL_1945	Bica+08	position_(magellanic_clouds)												
1282		BSDL_1948	Bica+08	position_(magellanic_clouds)												
1283		BSDL_1949	Bica+08	position_(magellanic_clouds)												
1284		BSDL_1951	Bica+08	position_(magellanic_clouds)												
1285		BSDL_1955	Bica+08	position_(magellanic_clouds)												
1286		BSDL_1959	Bica+08	position_(magellanic_clouds)												
1287		BSDL_1961	Bica+08	position_(magellanic_clouds)												
1288		BSDL_1962	Bica+08	position_(magellanic_clouds)												
1289		BSDL_1965	Bica+08	position_(magellanic_clouds)												
1290		BSDL_1978	Bica+08	position_(magellanic_clouds)												
1291		BSDL_1980	Bica+08	position_(magellanic_clouds)												
1292		BSDL_2	Bica+08	position_(magellanic_clouds)												
1293		BSDL_2001	Bica+08	position_(magellanic_clouds)												
1294		BSDL_2002	Bica+08	position_(magellanic_clouds)												
1295		BSDL_2008	Bica+08	position_(magellanic_clouds)												
1296		BSDL_2010	Bica+08	position_(magellanic_clouds)												
1297		BSDL_2019	Bica+08	position_(magellanic_clouds)												
1298		BSDL_2021	Bica+08	position_(magellanic_clouds)												
1299		BSDL_2032	Bica+08	position_(magellanic_clouds)												
1300		BSDL_2036	Bica+08	position_(magellanic_clouds)												
1301		BSDL_2037	Bica+08	position_(magellanic_clouds)												
1302		BSDL_2038	Bica+08	position_(magellanic_clouds)												
1303		BSDL_2042	Bica+08	position_(magellanic_clouds)												
1304		BSDL_2043	Bica+08	position_(magellanic_clouds)												
1305		BSDL_2056	Bica+08	position_(magellanic_clouds)												
1306		BSDL_2063	Bica+08	position_(magellanic_clouds)												
1307		BSDL_2064	Bica+08	position_(magellanic_clouds)												
1308		BSDL_2067	Bica+08	position_(magellanic_clouds)												
1309		BSDL_2075	Bica+08	position_(magellanic_clouds)												
1310		BSDL_2080	Bica+08	position_(magellanic_clouds)												
1311		BSDL_2081	Bica+08	position_(magellanic_clouds)												
1312		BSDL_2083	Bica+08	position_(magellanic_clouds)												
1313		BSDL_2093	Bica+08	position_(magellanic_clouds)												
1314		BSDL_2102	Bica+08	position_(magellanic_clouds)												
1315		BSDL_2111	Bica+08	position_(magellanic_clouds)												
1316		BSDL_2118	Bica+08	position_(magellanic_clouds)												
1317		BSDL_2119	Bica+08	position_(magellanic_clouds)												
1318		BSDL_2122	Bica+08	position_(magellanic_clouds)												
1319		BSDL_2123	Bica+08	position_(magellanic_clouds)												
1320		BSDL_213	Bica+08	position_(magellanic_clouds)												
1321		BSDL_2130	Bica+08	position_(magellanic_clouds)												
1322		BSDL_2134	Bica+08	position_(magellanic_clouds)												
1323		BSDL_2139	Bica+08	position_(magellanic_clouds)												
1324		BSDL_2143	Bica+08	position_(magellanic_clouds)												
1325		BSDL_2144	Bica+08	position_(magellanic_clouds)												
1326		BSDL_2147	Bica+08	position_(magellanic_clouds)												
1327		BSDL_2152	Bica+08	position_(magellanic_clouds)												
1328		BSDL_2156	Bica+08	position_(magellanic_clouds)												
1329		BSDL_2158	Bica+08	position_(magellanic_clouds)												
1330		BSDL_2161	Bica+08	position_(magellanic_clouds)												
1331		BSDL_2164	Bica+08	position_(magellanic_clouds)												
1332		BSDL_2179	Bica+08	position_(magellanic_clouds)												
1333		BSDL_218	Bica+08	position_(magellanic_clouds)												
1334		BSDL_219	Bica+08	position_(magellanic_clouds)												
1335		BSDL_2195	Bica+08	position_(magellanic_clouds)												
1336		BSDL_2196	Bica+08	position_(magellanic_clouds)												
1337		BSDL_2199	Bica+08	position_(magellanic_clouds)												
1338		BSDL_2202	Bica+08	position_(magellanic_clouds)												
1339		BSDL_2203	Bica+08	position_(magellanic_clouds)												
1340		BSDL_2207	Bica+08	position_(magellanic_clouds)												
1341		BSDL_2208	Bica+08	position_(magellanic_clouds)												
1342		BSDL_2213	Bica+08	position_(magellanic_clouds)												
1343		BSDL_2214	Bica+08	position_(magellanic_clouds)												
1344		BSDL_2215	Bica+08	position_(magellanic_clouds)												
1345		BSDL_2221	Bica+08	position_(magellanic_clouds)												
1346		BSDL_2229	Bica+08	position_(magellanic_clouds)												
1347		BSDL_2230	Bica+08	position_(magellanic_clouds)												
1348		BSDL_224	Bica+08	position_(magellanic_clouds)												
1349		BSDL_2257	Bica+08	position_(magellanic_clouds)												
1350		BSDL_2258	Bica+08	position_(magellanic_clouds)												
1351		BSDL_2260	Bica+08	position_(magellanic_clouds)												
1352		BSDL_2266	Bica+08	position_(magellanic_clouds)												
1353		BSDL_2271	Bica+08	position_(magellanic_clouds)												
1354		BSDL_2273	Bica+08	position_(magellanic_clouds)												
1355		BSDL_2275	Bica+08	position_(magellanic_clouds)												
1356		BSDL_2277	Bica+08	position_(magellanic_clouds)												
1357		BSDL_2279	Bica+08	position_(magellanic_clouds)												
1358		BSDL_228	Bica+08	position_(magellanic_clouds)												
1359		BSDL_2284	Bica+08	position_(magellanic_clouds)												
1360		BSDL_2286	Bica+08	position_(magellanic_clouds)												
1361		BSDL_2288	Bica+08	position_(magellanic_clouds)												
1362		BSDL_2298	Bica+08	position_(magellanic_clouds)												
1363		BSDL_2300	Bica+08	position_(magellanic_clouds)												
1364		BSDL_231	Bica+08	position_(magellanic_clouds)												
1365		BSDL_2320	Bica+08	position_(magellanic_clouds)												
1366		BSDL_2327	Bica+08	position_(magellanic_clouds)												
1367		BSDL_2333	Bica+08	position_(magellanic_clouds)												
1368		BSDL_234	Bica+08	position_(magellanic_clouds)												
1369		BSDL_2340	Bica+08	position_(magellanic_clouds)												
1370		BSDL_2343	Bica+08	position_(magellanic_clouds)												
1371		BSDL_2348	Bica+08	position_(magellanic_clouds)												
1372		BSDL_2351	Bica+08	position_(magellanic_clouds)												
1373		BSDL_2353	Bica+08	position_(magellanic_clouds)												
1374		BSDL_2356	Bica+08	position_(magellanic_clouds)												
1375		BSDL_2364	Bica+08	position_(magellanic_clouds)												
1376		BSDL_2366	Bica+08	position_(magellanic_clouds)												
1377		BSDL_237	Bica+08	position_(magellanic_clouds)												
1378		BSDL_2371	Bica+08	position_(magellanic_clouds)												
1379		BSDL_2377	Bica+08	position_(magellanic_clouds)												
1380		BSDL_2389	Bica+08	position_(magellanic_clouds)												
1381		BSDL_2392	Bica+08	position_(magellanic_clouds)												
1382		BSDL_2397	Bica+08	position_(magellanic_clouds)												
1383		BSDL_2405	Bica+08	position_(magellanic_clouds)												
1384		BSDL_2437	Bica+08	position_(magellanic_clouds)												
1385		BSDL_2441	Bica+08	position_(magellanic_clouds)												
1386		BSDL_2448	Bica+08	position_(magellanic_clouds)												
1387		BSDL_2450	Bica+08	position_(magellanic_clouds)												
1388		BSDL_2458	Bica+08	position_(magellanic_clouds)												
1389		BSDL_2464	Bica+08	position_(magellanic_clouds)												
1390		BSDL_2478	Bica+08	position_(magellanic_clouds)												
1391		BSDL_2480	Bica+08	position_(magellanic_clouds)												
1392		BSDL_2486	Bica+08	position_(magellanic_clouds)												
1393		BSDL_2487	Bica+08	position_(magellanic_clouds)												
1394		BSDL_2488	Bica+08	position_(magellanic_clouds)												
1395		BSDL_2489	Bica+08	position_(magellanic_clouds)												
1396		BSDL_2495	Bica+08	position_(magellanic_clouds)												
1397		BSDL_2498	Bica+08	position_(magellanic_clouds)												
1398		BSDL_2503	Bica+08	position_(magellanic_clouds)												
1399		BSDL_2504	Bica+08	position_(magellanic_clouds)												
1400		BSDL_2506	Bica+08	position_(magellanic_clouds)												
1401		BSDL_2510	Bica+08	position_(magellanic_clouds)												
1402		BSDL_2513	Bica+08	position_(magellanic_clouds)												
1403		BSDL_2530	Bica+08	position_(magellanic_clouds)												
1404		BSDL_2532	Bica+08	position_(magellanic_clouds)												
1405		BSDL_2533	Bica+08	position_(magellanic_clouds)												
1406		BSDL_2535	Bica+08	position_(magellanic_clouds)												
1407		BSDL_2559	Bica+08	position_(magellanic_clouds)												
1408		BSDL_256	Bica+08	position_(magellanic_clouds)												
1409		BSDL_2562	Bica+08	position_(magellanic_clouds)												
1410		BSDL_2568	Bica+08	position_(magellanic_clouds)												
1411		BSDL_2570	Bica+08	position_(magellanic_clouds)												
1412		BSDL_2583	Bica+08	position_(magellanic_clouds)												
1413		BSDL_2584	Bica+08	position_(magellanic_clouds)												
1414		BSDL_2586	Bica+08	position_(magellanic_clouds)												
1415		BSDL_259	Bica+08	position_(magellanic_clouds)												
1416		BSDL_2602	Bica+08	position_(magellanic_clouds)												
1417		BSDL_2603	Bica+08	position_(magellanic_clouds)												
1418		BSDL_2610	Bica+08	position_(magellanic_clouds)												
1419		BSDL_2611	Bica+08	position_(magellanic_clouds)												
1420		BSDL_2616	Bica+08	position_(magellanic_clouds)												
1421		BSDL_2620	Bica+08	position_(magellanic_clouds)												
1422		BSDL_2622	Bica+08	position_(magellanic_clouds)												
1423		BSDL_2624	Bica+08	position_(magellanic_clouds)												
1424		BSDL_2625	Bica+08	position_(magellanic_clouds)												
1425		BSDL_2626	Bica+08	position_(magellanic_clouds)												
1426		BSDL_2631	Bica+08	position_(magellanic_clouds)												
1427		BSDL_2632	Bica+08	position_(magellanic_clouds)												
1428		BSDL_2635	Bica+08	position_(magellanic_clouds)												
1429		BSDL_2636	Bica+08	position_(magellanic_clouds)												
1430		BSDL_2643	Bica+08	position_(magellanic_clouds)												
1431		BSDL_2646	Bica+08	position_(magellanic_clouds)												
1432		BSDL_2649	Bica+08	position_(magellanic_clouds)												
1433		BSDL_2651	Bica+08	position_(magellanic_clouds)												
1434		BSDL_2654	Bica+08	position_(magellanic_clouds)												
1435		BSDL_2659	Bica+08	position_(magellanic_clouds)												
1436		BSDL_2660	Bica+08	position_(magellanic_clouds)												
1437		BSDL_2665	Bica+08	position_(magellanic_clouds)												
1438		BSDL_267	Bica+08	position_(magellanic_clouds)												
1439		BSDL_2672	Bica+08	position_(magellanic_clouds)												
1440		BSDL_2675	Bica+08	position_(magellanic_clouds)												
1441		BSDL_268	Bica+08	position_(magellanic_clouds)												
1442		BSDL_2680	Bica+08	position_(magellanic_clouds)												
1443		BSDL_2688	Bica+08	position_(magellanic_clouds)												
1444		BSDL_2691	Bica+08	position_(magellanic_clouds)												
1445		BSDL_2704	Bica+08	position_(magellanic_clouds)												
1446		BSDL_2706	Bica+08	position_(magellanic_clouds)												
1447		BSDL_2708	Bica+08	position_(magellanic_clouds)												
1448		BSDL_2710	Bica+08	position_(magellanic_clouds)												
1449		BSDL_2714	Bica+08	position_(magellanic_clouds)												
1450		BSDL_2720	Bica+08	position_(magellanic_clouds)												
1451		BSDL_2725	Bica+08	position_(magellanic_clouds)												
1452		BSDL_2729	Bica+08	position_(magellanic_clouds)												
1453		BSDL_2730	Bica+08	position_(magellanic_clouds)												
1454		BSDL_2739	Bica+08	position_(magellanic_clouds)												
1455		BSDL_274	Bica+08	position_(magellanic_clouds)												
1456		BSDL_2748	Bica+08	position_(magellanic_clouds)												
1457		BSDL_2751	Bica+08	position_(magellanic_clouds)												
1458		BSDL_2753	Bica+08	position_(magellanic_clouds)												
1459		BSDL_2757	Bica+08	position_(magellanic_clouds)												
1460		BSDL_276	Bica+08	position_(magellanic_clouds)												
1461		BSDL_2762	Bica+08	position_(magellanic_clouds)												
1462		BSDL_2771	Bica+08	position_(magellanic_clouds)												
1463		BSDL_2772	Bica+08	position_(magellanic_clouds)												
1464		BSDL_2778	Bica+08	position_(magellanic_clouds)												
1465		BSDL_2784	Bica+08	position_(magellanic_clouds)												
1466		BSDL_2785	Bica+08	position_(magellanic_clouds)												
1467		BSDL_2788	Bica+08	position_(magellanic_clouds)												
1468		BSDL_2792	Bica+08	position_(magellanic_clouds)												
1469		BSDL_2794	Bica+08	position_(magellanic_clouds)												
1470		BSDL_2799	Bica+08	position_(magellanic_clouds)												
1471		BSDL_2800	Bica+08	position_(magellanic_clouds)												
1472		BSDL_2806	Bica+08	position_(magellanic_clouds)												
1473		BSDL_2813	Bica+08	position_(magellanic_clouds)												
1474		BSDL_2818	Bica+08	position_(magellanic_clouds)												
1475		BSDL_2819	Bica+08	position_(magellanic_clouds)												
1476		BSDL_2824	Bica+08	position_(magellanic_clouds)												
1477		BSDL_2825	Bica+08	position_(magellanic_clouds)												
1478		BSDL_2828	Bica+08	position_(magellanic_clouds)												
1479		BSDL_2829	Bica+08	position_(magellanic_clouds)												
1480		BSDL_2830	Bica+08	position_(magellanic_clouds)												
1481		BSDL_2837	Bica+08	position_(magellanic_clouds)												
1482		BSDL_2841	Bica+08	position_(magellanic_clouds)												
1483		BSDL_2842	Bica+08	position_(magellanic_clouds)												
1484		BSDL_2844	Bica+08	position_(magellanic_clouds)												
1485		BSDL_2847	Bica+08	position_(magellanic_clouds)												
1486		BSDL_2853	Bica+08	position_(magellanic_clouds)												
1487		BSDL_2856	Bica+08	position_(magellanic_clouds)												
1488		BSDL_2859	Bica+08	position_(magellanic_clouds)												
1489		BSDL_2860	Bica+08	position_(magellanic_clouds)												
1490		BSDL_2861	Bica+08	position_(magellanic_clouds)												
1491		BSDL_2865	Bica+08	position_(magellanic_clouds)												
1492		BSDL_2866	Bica+08	position_(magellanic_clouds)												
